label,spa_qura1,spa_qura2
0,subir video evidencia,¿Cuánto dura el examen de la evidencia de la disputa?
1,?Cuánto dura la garantía de los productos?,¿Cuánto dura la garantía de un producto?
0,La fecha límite ha expirado y no puedo abrir una disputa,¿Cuándo puedo abrir una disputa?
1,"La fecha límite para abrir una disputa ya ha terminado, ¿cómo puedo?",puedo abrir disputa si el pago ya ha sido liberado
0,"No puedo hacer mi pago a través de Mastercard, sigue mostrándome 'error del sistema'. ¿Que debería hacer?",¿Por qué sigue pidiéndome que inicie sesión cuando pago?
0,?Cómo puedo saber si han enviado los productos?,¿Cómo me devuelven el dinero si no recibo los productos?
1,¿puedes ayudarme con eso?,¿Eres capaz de ayudarme?
1,recibí un error en mi pedido obteniendo la confirmación de que mi pago fue exitoso,"Necesito pagar mi pedido, sigo recibiendo un mensaje de error"
1,Necesito contacto con una persona real,¿Puedo hablar con una persona real?
1,"si el producto de mi pedido se coloca en Europa, y quiero llegar a finlandia. ¿Debo pagar impuestos?",cuánto debo pagar por impuestos de aduana e impuestos
0,"Sí, está en camino, pero lleva 3 semanas",¿Qué es la verificación 3-D?
1,Necesito tu ayuda...,Necesito ayuda hombre.
0,cómo verificar el número de pedido,¿Cómo agrego un número de orden de compra a mi pedido?
0,por qué las monedas no se agregan,¿Regresarán las monedas cuando cancele el preorden?
1,alguien usó mi cuenta,¿Por qué alguien toma mi cuenta de correo electrónico?
0,ya pasaron los 60 dias y mi producto no llega y aparece como finalizado,¿Por qué mi email aparece como registrado?
0,?Cuáles son los beneficios de un movimiento grande,Los productos que enviaron son de poca calidad.
1,:) Yo escribo en inglés,Escribiré en inglés
0,"No he recibido mi pedido ni ninguna conformación de él, incluso siendo enviado",¿Por qué no recibí ninguna actualización en mi disputa?
1,yo solo quiero hablar con un agente,Solo quiero realizar el pedido de un producto instantáneamente.
1,¿Cómo cancelo el pedido?,Me gustaría cancelar mi pedido ¿Cómo puedo hacer esto?
0,¿Qué es puntos de recompensa?,No tengo mis puntos
0,"Si cancelo un producto minutos después de comprar, cuánto demora el reembolso?",¿Cuánto vale un producto?
0,¿Cómo busco vendedor?,¿Cómo busco por código de producto?
0,Quiero comprar un producto con entrega gratuita,Quiero cambiar mi envío a un envío gratis
0,Quiero comprar esta máquina y enviarla a Alemania,Quiero comprar solo un producto
0,"Recordatorio: el vendedor no proporcionó una dirección de devolución. Recibirá su reembolso según lo solicitado. Como su caso se ha resuelto a su favor, recibirá un reembolso completo en su cuenta original en un plazo de 3 a 20 días hábiles. Para más detalles, conta",tus horas de trabajo
0,¿Dónde puedo usar mi reembolso?,¿Dónde puedo obtener un reembolso por un producto defectuoso?
0,He realizado la valoracion del articulo y no aperece en ningun lugar,¿Pueden darme un cupón en lugar de un reembolso?
0,Hoy he hecho un pedido como invitado pero no he recibido la confirmación.,He realizado un pedido pero deseo confirmar la dirección postal
0,cuando pago un pedido no puedo guardar los datos de mi tarjeta porque olvidé mi contraseña o número de pase,Quiero eliminar los detalles de mi tarjeta
0,mi consulta es sobre el estado de mi pedido,El estado de mi pedido no ha cambiado
1,¿Me puede decir si puede aceptar pagos de PayPal?,¿Aceptas PayPal como opción de pago?
0,Escalar el juicio de AE,el resultado final del Show con AE no es el mismo
0,¿Por qué no puedo pagar?,¿Por qué no puedo pagar en efectivo?
0,El producto no es lo mismo que el anuncio.,El producto que compré no funciona.
1,¿Podrías conectarme con una persona real?,¿Podrías llamar?
0,cambiar mi número de tarjeta de crédito,Cambiar mi dirección
0,"Hola, porque Me sale lo sentimos no puede participar en está promoción.","Lo sentimos, en estos momentos no hay nada disponible para pedir."
0,Lo he intentado tres veces y no recibo ninguna ayuda,Intento iniciar sesión en mi cuenta varias veces pero no pude
0,Mis bienes llegarán directamente a mi mano o tendré que ir a la oficina de aduanas,"El paquete está en manos de las aduanas, ¿cómo puedo hacer la autorización?"
0,No puedo abrir la disputa,¿Cuándo puedo abrir una disputa?
1,Veo que no me ayudas. No puedo esperar más.,no entiendes lo que te digo
0,estoy siguiendo mi caso,"Si envío el pedido cuando no estoy en casa, ¿dónde puedo recogerlo?"
0,Estoy esperando mi reembolso,Me han cobrado pero el pedido aún está esperando mi pago
0,"mi apelacion fallo ,pero di todos mis datos correctos",Tengo un fallo al pagar mi pedido.
1,Necesito ubicar una tienda,¿Cómo puedo ubicar una tienda específica?
0,Hice el pago primero.,Hice un pago dos veces.
0,Pero lo he pagado,"Me tengo que ir, por ahora."
0,a pasado mas de 1 mes,"Hice una disputa hace un mes, pero aún está en proceso. ¿Qué puedo hacer?"
0,Me gustaría saber sobre un objeto que compré y que no puedo acceder al seguimiento por el código,Me gustaría saber sobre el botón Confirmar pedido recibido
0,Espere. Quiero obtener un producto gratis para publicitar en youtube,Quiero encontrar el producto
1,no puedo pagar con mi tarjeta,No puedo pagar con tarjeta.
1,¿Cómo puedo obtener la dirección de vendedores?,¿Cómo obtengo la dirección de un vendedor?
1,me pondré en contacto con mi banco no sé qué es código de seguridad 3D,¿Dónde puedo obtener el Código Maestro de Seguridad?
0,¿Pagué el pedido dos veces como lo hago?,¿Puedo hacer una disputa dos veces?
0,El vendedor se niega a reembolsar o reenviar,El vendedor rechaza la cancelación.
0,Quiero cancelar el cargo de envío adicional por el artículo que compré.,quiero mi artículo
1,cómo confirmar una orden,¿Cómo puedo confirmar la entrega?
1,¿Cómo cambio monedas por cupón?,¿Cómo cambiar mis monedas por cupón?
0,¿cómo puedo simplemente colocar preorden?,acabo de hacer un pedido
1,¿Cómo informo a un vendedor de fraude?,Quiero informar al vendedor
0,necesito plantear una disputa,Necesito saber cuánto durará la disputa?
0,"la protección terminará y no puedo abrir una disputa, ¿quién me devolverá el dinero?",¿Debo devolver el paquete si abro una disputa?
0,quiero recuperar pedidos eliminados,Quiero cancelar todos mis pedidos.
1,que es disputa,¿Qué sucede en el orden de disputa?
1,Donde puedo encontrar una información para una disputa rechazada,¿Dónde está la información de la disputa?
0,pero quiero responder a los diez mejores artículos por favor díganme: necesito los diez artículos principales que se vendieron en 2017,¿Cómo puedo eliminar TradeManager de mi escritorio?
0,"hola, como puedo invitar amigos","Hola, tengo que preguntar sobre mi pedido, ¿me pueden ayudar?"
0,"He llamado a correos y mi pedido fue entregado en Sevilla, mi dirección está en Barcelona. Ya abrí una disputa pero no tengo respuesta",Mi producto ha sido entregado en otra dirección.
1,¿Puedo hablar con una persona real?,¿puedo obtener una persona real para responder la pregunta?
0,Solo necesito un reembolso. Estoy feliz con esto Por favor pague el dinero.,Acabo de recibir mi pedido y no estoy satisfecho con él.
1,Hola! He ordenado un artículo y el monto fue cargado dos veces,Me han cobrado dos veces por mi pedido
0,hoy intento pagar y tengo un estado de cerrado y me indica que si deseo apelar lo haga. intento pagar nuevamente y no me permite,Intento cancelar mi pedido y el vendedor está denegando mi solicitud.
0,que esta pasando,"Que es el amor""?"""
0,No se puede crear una cuenta,No puedo crear una cuenta porque el correo electrónico ya existe
0,cómo obtener la garantía,cómo ponerse a trabajar
1,este es mi numero de orden,¿Has verificado mis problemas con el número de pedido?
0,que esta pasando,¿Qué hora es allí?
1,Cómo enviar video,Cómo agregar video?
0,No había recibido mi mercancía,¿Sabes cuándo lo recibiré? Pagué más por la entrega express
0,Es un placer conocerte,eres tan bueno
0,"Hice la solicitud, no llegó. El vendedor contactó y autorizó el reembolso, pero el monto que desean pagar es mucho más bajo que el que pagué por el pedido. ¿Que debería hacer?",¿Qué puedo hacer si el vendedor rechaza mi solicitud de reembolso?
1,?Por qué mi pago está deducido incorrectamente?,¿Por qué mi pago está deducido incorrectamente?
0,"Hola, quiero preguntar por qué mis pedidos están siendo cerrados",Quiero pedir un reembolso
0,Olvidé mi contraseña No puedo recuperarla y no me puedo conectar porque mi correo ya existe,Olvidé la contraseña de mi tarjeta agregada. ¿Que debería hacer?
0,espera ... déjame mostrarte una instantánea ...,No me deja continuar con mi orden
1,puedo hablarle a un humano por favor,Necesito hablar con alguien por favor
0,razones para la cancelación,¿Qué puedo hacer si muestra la aprobación de espera para la cancelación?
1,El sneller me escribe que no es posible abrir una disputa y él no quiere,Quiero abrir una disputa
0,Hola. Llevo más de dos meses intentando que me reparen o cambien el producto. No lo consigo. Creo que me están tomando el pelo.,¿Puedo hacer que el producto llegue más rápido?
0,Quiero el dinero tan pronto como no lo intente de nuevo o compre algo de usted,¿Hay algo que quieras decirme?
0,El envío no llegó,Si conoce una fecha en que mi pedido llegará?
0,atenderme un ejecutivo en linea,¿Cómo dejo un mensaje en mi pedido?
0,no se los compre al mismo vendedor,¿Cómo puedo hacer múltiples pedidos del mismo vendedor para que se envíen juntos?
0,cambiar el reembolso de detalles de la tarjeta,donde puedo obtener mis detalles de reembolso
0,alguien que me colabore,Me gustaría que mis productos se enviaran a una nueva dirección.
0,"Hola Eva, hoow eres tú?",¿por qué te llamas eva?
1,¿Cómo cambiar el email en mi cuenta?,"Quiero cambiar mi dirección de email porque la vieja fue hackeada, ¿cómo puedo hacerlo?"
0,Ya he viajado a través de esta página y no hubo problema.,"Oh, tengo un problema"
1,Pensé que esto se suponía que era una conversación en vivo?,Me gustaría chatear en vivo
0,Él me lo escribió ayer,Él me ha enviado correos electrónicos realmente desagradables
0,"POCAS MINAS DOY ORDEN, PERO DÉ DINERO DE MANO A MANO",Hice un pedido pero no me dio ningún número de seguimiento
0,No puedo tomar tu tableta. Necesito facturar la tableta.,Necesito tu ayuda Anna
1,que cuenta el dinero del reembolso,¿En qué cuenta recibiré mi reembolso?
0,necesito hacer unas compras urgentes...,Dice que mi cuenta no está autorizada para hacer compras.
0,cómo configurar mi moneda,¿Cómo configuro mi cuenta de PayPal?
0,¿Cuál es la cantidad máxima de tiempo que dura una disputa?,¿Cuál es la cantidad mínima que puedo pedir?
1,¿Cómo uso un cupón o descuento?,¿Cómo uso mi cupón de $ 10?
0,tengo pedidos que segun el tracking code no llegan al pais destino,El pedido fue enviado al país de destino equivocado.
0,necesito compañía de envío,¿Puedo cambiar mi compañía de envío?
0,"Quiero enviar un pedido, el sistema de cerveza está ocupado. ¿Que debería hacer?","Quiero hacer el pago por Western Union, ¿qué debo hacer?"
0,¿Cómo deshago la disputa para que les paguen?,"No tengo tarjeta de visa, ¿cómo puedo comprar?"
0,No tengo tarjeta de visa ni de débito,tengo tarjeta de débito
1,Cancelé el pedido pero aún no he reembolsado mi dinero,"Cancelé esta orden hace algunas semanas, pero aún no he recibido ningún reembolso."
0,¿Dónde vives Eva?,"Eva, eres una mierda"
0,Cómo eliminar un pedido en el carrito de compras,¿Cuánto tiempo se pueden guardar los productos en el carrito de compras?
0,y vi la cuenta de paypal,He olvidado la contraseña de mi cuenta.
0,"Eso fue hace 3 días. Antes de eso, todos me dicen lo mismo que recibiré un correo electrónico dentro de las 24 horas y mi verificación será acelerada.",No he recibido el pago dentro de los 10 días
0,He hablado con uno de sus colegas y me dijeron que verán,Quiero hacer un pago por sus artículos.
0,cómo verificar el nivel de membresía?,¿Cómo cancelo mi membresía?
0,El vendedor dice que hemos devuelto el dinero. No obtuve el dinero.,¿Cómo puedo recuperar el dinero si cancelo la disputa?
0,guardar tarjeta de crédito,Tipo de tarjeta de crédito
0,Necesito preguntar dar numero,dame un número de teléfono
0,¿Hay alguien ahí? ¿Estoy hablando con una computadora?,Un placer hablar contigo.
0,"Me puse en contacto con el vendedor, pero él no tiene mi pedido. No puedo enviar mi pedido porque no tiene el producto. No sé cómo activar el reembolso.",No lo sé
0,¿Cuándo se resolverá mi caso? Necesito comprar bienes y no puedo,¿Cómo puedo comprar productos si no tengo una tarjeta de visa?
0,no me permite iniciar sesión?,"Cuando hago clic en pagar ahora, me está llevando a la página de inicio de sesión."
0,la retroalimentación no se muestra,El carrito de compras no muestra los productos
0,el vendedor cambió el método de envío?,¿Cómo puedo cambiar el método de envío?
1,¿Es esto una jodida computadora?,¿Eres una persona en vivo o una computadora?
0,"Mi pedido no ha llegado, faltan tres días para que termine la proteccion al consumidor",Mi pedido ha llegado. Los artículos estaban algo dañados.
0,el vendedor no ha enviado mi pedido,¿Por qué se retiró mi dinero de mi banco pero se canceló mi pedido?
0,"¿Dónde está el ""aquí?""",¿Dónde están las tiendas?
0,no puedo encontrarlo,no puedo hablar inglés
0,"No puedo abrir la disputa porque tengo un mensaje que me dice que tengo que esperar a que el vendedor envíe el paquete, pero el vendedor me dijo que abriera la disputa porque el paquete fue detenido por la aduana.",Tengo un gran problema con la aduana porque el paquete es incautado falsificado
0,cómo pagar a través de Western Union,"Pagué a través de Western Union, ¿cómo puedo recibir el reembolso?"
0,¿Cómo puedo enviar una solicitud de garantía?,¿Qué puedo hacer si el vendedor rechaza mi solicitud de orden de cancelación?
0,¿Dónde puedo usar mi reembolso?,No puedo usar mi cupón
0,no me muestra que el vendedor estoy buscando,el vendedor no me da respuesta a mi solicitud
1,por favor inicia chat,"Por favor, ponme en el chat en vivo"
0,"Hola, puedes por favor ayudarme con un problema sobre una chaqueta que compré, es de un tamaño pequeño, no cabe cómo puedo devolverla y obtener una talla más grande.",He esperado demasiado para verificar mi dirección de correo electrónico ¿me pueden enviar una nueva?
0,Tengo una pregunta sobre impuestos,"Me he puesto en contacto con mi proveedor sobre un producto, pero no ha respondido a mi pregunta."
1,"Necesito ayuda con una orden que intento ubicar. Cada vez que hago clic para comprar, simplemente vuelve al carrito de compras sin comprarlo.",Estoy tratando de hacer un pedido y sin suerte
0,este es mi ID de pedido,No puedo iniciar sesión con mi ID
1,¿Cómo cargo una foto?,No puedo subir documentos
0,Necesita dirección de devolución para dos pares de zapatos tenis o cambio por un tamaño más grande,¿Cómo puedo cambiar por un tamaño diferente?
1,"uno de mis pedidos está en buenas condiciones, pero en los pedidos en inglés se puede cambiar a holandés",¿Cómo puedo cambiar la dirección en mi pedido?
0,¿Cómo puedo hacer un pedido pero no pagar porque el vendedor debe cambiar el premio antes de pagar?,cuánto debo pagar por impuestos de aduana e impuestos
0,Todo el tiempo dices que me vas a devolver pero no haces,¿Me extrañas?
0,tipos de formas de pago,¿Por qué el método de pago que quiero usar no está disponible?
0,cancelar orden después del pago cuando recibo un reembolso?,¿Cuándo recibiré mi pedido?
0,Órdenes canceladas lo que significa,Tengo pedidos cancelados por un vendedor sospechoso
0,ya es la mitad del año,Dice que este correo electrónico ya existe
0,¿Cómo configuro la dirección de envío?,¿Cómo cambio la dirección de envío?
0,Tengo una pregunta sobre los complementos para mostrar productos en mi sitio web,Tengo una pregunta sobre el reembolso.
0,Me gustaría saber por qué algunos productos o ya no están disponibles,Quiero un precio en algunos productos.
0,"estaba teniendo problemas con mi pedido y tengo un informe para ese problema, pero nadie responde sobre mí",tengo un problema con el problema de disputa
0,No te molestes en ayudar. Esto no está ayudando.,no hablo ingles
1,HAGA HABLAR FRANCÉS POR FAVOR,Tu hablas por favor
0,"Pedí algo y está en camino, pero todavía no lo tengo después de 3 semanas",He presentado un reclamo hace muchas semanas.
0,"Hola, lo he intentado varias veces para pagar y cada vez que llene la información de la tarjeta y haga clic en pagar el sitio web me dice que ha habido un error. He intentado alrededor de cinco veces y solo dice que puede haber algo mal con la información pero","Tengo problemas para ser miembro, lo he intentado varias veces."
0,Cómo responder mi caso de disputa,Caso de disputa NO
0,"No puedo pagar porque ""No ha iniciado sesión o porque su sesión anterior ha expirado. Regístrese de nuevo"".",¿Puedes decirme tu dirección de correo electrónico?
1,¿cómo puedo abrir una disputa?,¿Cómo abro una disputa?
0,puntos de recompensa no agregados,¿Por qué no tengo puntos para mis pedidos?
0,también no puedo abrir otras páginas con tales bienes,He recibido la mercancía y también recibí un reembolso completo.
1,no puedo pagar una orden,No puedo pagar mi pedido
1,soy un problema con mi orden,Cuál es el problema en mi orden
1,¿Dónde puedo usar mi reembolso?,donde puedo obtener mis detalles de reembolso
0,¿Cómo puedo cancelar una compra que no se ha pagado?,"He pagado mi compra, pero ponía que no había pago."
0,cómo responder a una disputa escalada,¿Cómo cancelo una disputa escalada?
0,puedo hablar con un equipo de servicio al cliente,¿Cómo puedo contactar al servicio de atención al cliente ruso?
0,"NO VIVO EN CHINA, VIVO BRASIL",Yo vivo en China. ¿Es gratis el envío?
0,"muchas gracias, solo quiero que mi tarjeta este segura",Quiero pagar con mi tarjeta bancaria.
0,tengo que tener un reembolso,¿Cómo comprobar si tengo reembolso o no?
0,"Hola, recibí un reembolso por un artículo que no se recibió y ahora se lo entregaron. ¿Qué puedo hacer para pagar?",donde puedo verificar mi reembolso ha sido transferencia
0,"Olvidé mi contraseña y correo electrónico, y mi ID de inicio de sesión",No puedo iniciar sesión con mi ID
0,¡Hola! ¿Es posible ver lo que las revisiones han dado sobre mí los vendedores? ¿Dónde puedo encontrar las revisiones?,¿Dónde puedo encontrar los mensajes que he enviado a los proveedores?
0,"Cómo cambiar el método de pago Ahora el sistema registra mi pago con Mastercard, pero debo pagar con mi visa.",¿Cómo puedo pagar sin tener Visa o Mastercard?
0,y me costó en mi salud ya,Ya ingresé en el centro de ayuda pero ninguna opción cabe en mi caja
0,Hice un pedido como invitado pero no tengo confirmación,He realizado el pedido pero dijeron que la transacción se cerró.
1,Por qué se cancela el envío,¿Por qué se canceló el pedido?
0,"estoy en México, ¿necesito un permiso para recibir mi pedido?",Necesito recibir mercancía pronto.
1,contra reembolso disponible,¿Puedo obtener mi producto en efectivo contra entrega?
0,"No puedo pagar porque ""No ha iniciado sesión o porque su sesión anterior ha expirado. Regístrese de nuevo"".",¿Puedo pagar su pedido con efectivo?
1,"el pago se escribe Por motivos de seguridad, este proceso no puede continuar.",¿Por qué mi pedido está cerrado por razones de seguridad nuevamente?
0,cómo obtener un cupón de vendedor,¿Cómo obtengo el cupón?
0,No puedo encontrar mi guardar para una lista posterior,Deseo enviar mi producto a China pero no puedo encontrarlo en la lista de países
0,Mi producto no vino. se acabó el tiempo.,¿Pagaré impuestos sobre mi compra?
0,El pedido que cancelé no fue reembolsado aún,¿Por qué cancelé una orden?
1,¡Quiero un humano!,¿Puedo hablar con un humano?
1,como hablar con alguien,Necesito hablar con un representante.
0,No puedo ver la opción de disputa,No puedo chatear con vendedores
0,después del artículo recibido descubrí que no está funcionando,¿Cuándo puedo recibir mi paquete después de enviar el producto?
0,PEDIR MENSAJE Y VENDEDOR MENSAJE?,No puedo dejar un mensaje al vendedor
0,no puedo pagar mis pedido,No puedo encontrar mis detalles del pedido.
0,como puedo saber si esta abieta mi disputa,¿Puedo cambiar mi apellido en esta cuenta?
0,Cómo configurar que nadie puede enviar mensajes,¿Cómo puedo contactar al vendedor para enviar información?
1,por favor tengo un problema,Tengo un problema con la cuenta
0,¿por qué mi pedido fue cancelado?,¿Por qué mi pedido se canceló por seguridad?
0,"por favor, espere un minuto","Por favor, llámame."
0,"Hola, Eva. Quiero cancelar el procesamiento de fondos en mis pedidos.",Mi pedido muestra Procesamiento de fondos
0,Cómo encontrar el barco del artículo de los EE. UU.,tamaño de Rusia de EE. UU.
1,?Qué es la Protección del Comprador?,¿Qué es la Protección del Comprador?
1,no recibi el pedido,No recibí el pedido.
1,El vendedor no me reembolsa,El vendedor no me contactará
0,¿Cómo apelo mi pago?,¿Cómo puedo verificar mi pago?
1,no recibido mi pedido La disputa a petición del vendedor se cerró. Ahora no producto no disputa de nuevo no se puede abrir,No hay opción para abrir una disputa en este orden.
1,"Si tengo un producto de Alemania entregado en Finlandia, ¿tengo que pagar aduanas e impuestos?",Estoy confundido si tendré que pagar impuestos y derechos de aduana
0,Ellos me envían eso,¿Me puede enviar una lista de precios?
0,cómo agregar los puntos de recompensa,¿Cómo agregar un contacto en TradeManager?
0,Todavía no he recibido ninguno de mis pedidos y ordené en abril,¿Puedo cambiar el tamaño de mi artículo ordenado?
0,que he realizado,¿Cómo uso la tarjeta que he enlazado a mi cuenta?
0,¿Eres un idiota? Necesito eliminar o eliminar una apelación.,me gustaría eliminar un pedido
0,Me puse en contacto con el vendedor pero aún no me respondió,El vendedor aún no me ha enviado la mercancía. Quiero un reembolso.
1,necesito factura de compra,Necesito una factura para este producto que les he comprado.
0,19/5000 Acabo de cancelar,Solo hago una pregunta
1,Rastrea tu progreso de reembolso,¿Cuándo recibiré un reembolso por disputa en curso?
0,Por qué mi pago está en espera de verificación,Mi orden todavía está esperando el pago
1,lo he recibido bien pero el producto no funciona,"He recibido el pedido, pero los artículos no funcionan."
0,"Hola, ¿alguien allí puede responder mi pregunta? Gracias",no responderás mi pregunta
0,"Quiero confirmar que recibí la mercancía y estoy contento con ella, pero no puedo iniciar sesión","No encuentro el botón Confirmar pedido recibido """
0,Espere. Quiero obtener un producto gratis para publicitar en youtube,Quiero cambiar mi envío a un envío gratis
0,cómo encontrar el orden,Cómo encontrar una tabla de tamaños
0,eliminar mi número de tarjeta,¿Cómo cambio mi número de tarjeta de crédito?
0,puedo vender?,¿Puedo hablar contigo?
0,Me he puesto en contacto con el vendedor,He pagado el vendedor sin conexión
1,"¿Puedo pedir ayuda? Mi tarjeta de crédito expiró, ¿cómo puedo ingresar una nueva tarjeta en mi cuenta y pagarla? Me gustaría pedir nuevos productos y no es posible. Muchas gracias",Guardé mi tarjeta de crédito pero necesito reemplazarla por una nueva
0,Como puedo cambiar mi contraseña,¿Cómo cambio el correo electrónico en mi cuenta?
0,Cancelé después del pago,"El estado del pedido no ha cambiado después de que hice el pago, ¿qué ocurre?"
0,El cargador inalámbrico que recibí está defectuoso y no se carga,cobra por aduana
0,"Hola, me pregunto si estoy en el sitio correcto. me inscribo en el programa de afiliados pero estoy un poco confundido, no veo ningún lugar donde pueda obtener un enlace para publicar en mi sitio web",Acabo de romper con mi novio.
0,No recuerdo cuál usé,Nunca usé mi cupón.
0,"No, necesito una respuesta tuya.",Necesito una factura por este artículo que te compré
0,¿Cómo cambio la dirección de envío?,¿Cómo configuro la dirección de envío?
0,no puedo ver el historial de disputas,¿Puedo vender cosas?
1,"buenas tardes, hace mas o menos cuatro meses realice dos compras a dos tienda compre unos relojes y esta es la fecha y no he recibido el pedido. ya fui a",Pagué mi pedido y no lo he recibido.
0,"¡Hola! Mi entrada fue bloqueada, 2 veces respondí que los derechos del comprador fueron violados, pero sinceramente abrí la disputa cuando no recibí la mercancía, hasta ahora no ha sido recibida",Me han cobrado 2 veces por el mismo pedido.
1,he cancelado un pedido y no he recibido el reembolso,"Mi pedido fue cancelado, pero no he recibido mi reembolso."
0,cómo me convierto en vendedor,¿Cómo informo a un vendedor?
0,cómo intercambiar monedas de aplicaciones,¿Cómo cambio por otro color?
0,Cómo responder mi caso de disputa,Caso SIN disputa
0,¡obtén más información sobre las nuevas funciones!,Quiero saber más sobre el método de pago.
0,"Hola, estoy esperando a que se verifique mi apelación. Cuánto tiempo tardará. El vendedor ya me está preguntando qué pasó.","Estoy esperando que se acredite el reembolso en mi tarjeta, ¿cuánto tiempo tomará?"
0,necesito ayuda para iniciar sesión,Necesito ayuda.
1,"Hice una solicitud en enero y aún no he recibido, ¿cómo lo hago?","La orden fue hecha, no he recibido el paquete. ¿Por qué?"
0,inicié sesión como invitado hace 5 horas y realicé un pedido No recibí la notificación,Hice un pedido y los artículos recibidos no fueron como se describen
1,teniendo problemas para iniciar sesión,Tengo dificultades para iniciar sesión
1,no puedo hablar en vivo,Quiero chat en vivo?
0,mi producto venia con fallas,"Lo sentimos, su búsqueda no coincide con ningún producto."
1,Dónde está el paquete,¿Dónde está mi paquete?
0,"buenas tardes , le he escrito varios mensajes a quien me vendio una pantalla defectuosa hace 24 horas y no me ha respondido a ninguno de mis mensajes",Mi ventana de mensajes no me deja escribir una respuesta a un vendedor. ¿Por qué pasa esto?
0,¿Qué significa el envío cancelado?,¿Qué quiere decir Piece?
0,No estoy satisfecho con el resultado de la disputa. ¿Que puedo hacer?,¿Puedo devolver un producto si no estoy satisfecho?
0,Deposité en dos ocasiones y no se registra el pago.,Ya he hecho el pago y no me envían el pedido.
0,descripción del paquete no debe ser mencionado,"Si mi paquete fue perdido por la compañía de envío, ¿quién debería pagar mi pérdida?"
1,"?Hola! Quiero realizar un seguimiento de mi pedido, ?cómo puedo saber el número de seguimiento?",Quiero mi número de seguimiento.
0,problemas al iniciar sesión,Tengo problemas para autorizar el acceso a mi cuenta
1,Cómo devolver el artículo,Necesito devolver un artículo
0,cómo eliminar elementos en la lista de deseos,¿Cómo mover elementos de una lista de deseos en la cesta?
0,"no, no puedo pedir nada",¿Debo hacer algo para hacer un reembolso?
0,¿por qué no recibió una recompensa del bosque de la suerte,¿Cómo puedo eliminar los productos que he recibido de la lista?
0,¿Qué puedo hacer para pagar al vendedor por los bienes recibidos?,¿Qué puedo hacer si el pedido finaliza cuando devuelvo la mercancía?
0,Dígale amablemente que he pedido algunos productos pero no los he recibido. He ordenado tham hace mucho tiempo,"el vendedor no tiene zapatos que pedí, el vendedor no responde"
0,Quiero un reembolso,Quiero devolver el artículo para un reembolso
0,¿Cuál es mi contraseña? No puedo entender lo que me enviaste,¿Me ayudarás o qué?
1,"Tengo mi tarjeta de crédito contigo para obtener el pago instantáneo,",¿Cómo pago con mi tarjeta de crédito?
0,quiero recuperar pedidos eliminados,Quiero que me envíen varios pedidos juntos
0,realice una compra y ya faltaba como 10 dias ha vencer el plazo y veo que el vendedor amplio el plazo de entrega,Puede abrir disputa 10 días después de que el vendedor envíe su(s) artículo(s).
0,"al telefono no, chatear",Encontrar al proveedor.
0,?Cuándo se me devolverá mi dinero de un pedido cancelado?,¿Se me devolverá el cupón?
0,Devoluciones y reembolsos,¿Cómo recibo reembolsos si mi tarjeta de crédito se cambia?
0,"Estamos recibiendo un error que dice que ""el Banco ha rechazado nuestro pago""",Se produjo un error al procesar mi pago.
0,"Acabo de hacer una pregunta y no me estás ayudando. Por favor, ayúdame. No puedo iniciar sesión en su sitio web para hacer una compra",tengo un problema con mi orden ¿usted me podría ayudar?
0,"Hola, ¿cómo puedo agregar fotos?",¿Cuántos artículos puedo agregar al carrito de compras?
1,"¿Qué sucede con mi pedido cuando el estado de mi envío indica ""envío cancelado""?",¿Por qué mi pedido está cerrado por Sin envío?
0,"Después de que se cancelará la transacción, por qué no envían mi dinero.",¿Por qué se cerró después de que hiciera el pago?
0,cómo establecer una nueva dirección de envío,Por qué no configuré mi dirección de envío
1,Tiempo de entrega estimado.,¿Cuál es el tiempo de entrega a mi país?
1,cómo abrir disputa en orden completada?,¿Cómo abro la disputa con una orden finalizada?
0,AH ES UNA MAQUINA,¿Qué es una tarjeta comercial?
0,"Cuando pago por un artículo en el carrito de compras, ya tienes guardados los datos de mi tarjeta de crédito, no estoy contento con eso.",¿Cómo borro el artículo de mi carrito de compras?
0,¿Ya recibiste mi pedido?,El vendedor canceló mi pedido. Aún no he recibido mi pago.
0,Escribí hace una semana un informe en este sitio. Compruébelo por favor,¿Puedo hablar con humanos?
0,Cómo cambiar la dirección de envío,¿Cómo puedo cambiar la dirección en mi pedido?
0,Tengo que devolver el artículo a china,El artículo está de vuelta en China
0,como salir la cuenta movil desde la pagina con un navegador,Quiero reactivar la cuenta.
0,¿Cómo puedo recibir envío rápido en mi pedido?,¿Cómo puedo obtener el envío el mismo día?
1,"Cerré la disputa porque el vendedor me prometió devolverle mi dinero, si no recibía el pedido 15 días, el tiempo se agotaba y ahora él no me devolvía el dinero.",¿Por qué no devuelvo el dinero?
0,Quiero restablecer mi contraseña,intenté restablecer la contraseña pero no funcionó
0,"Quiero saber que si estoy en Pakistán y lo entregas en casa, ¿nos llevarás dólares o nuestra moneda?",Necesito saber si tomas mastercard?
1,"Ok, gracias. Pedí este domingo. Significa que tengo al menos un mes para ver qué pasará. Gracias por tu ayuda. Que tengas un buen día y mis mejores deseos de Turquía","vale, muchas gracias"
